kandidatas,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Stanislava VALATKEVIČIENĖ,"1,09%",2,"1,04%",1,Aleksandrijos  (Nr.4) apylinkė  
Alvydas SĖDŽIUS,"3,28%",8,"3,12%",1,Aleksandrijos  (Nr.4) apylinkė  
Asta PILYPAITĖ-ZARECKIENĖ,"2,19%",6,"2,08%",0,Aleksandrijos  (Nr.4) apylinkė  
Vytautas MIKALAUSKAS,"1,46%",4,"1,39%",0,Aleksandrijos  (Nr.4) apylinkė  
Romualdas VASILIAUSKAS,"1,09%",3,"1,04%",0,Aleksandrijos  (Nr.4) apylinkė  
Dainoras LENGVENIS,"1,09%",3,"1,04%",0,Aleksandrijos  (Nr.4) apylinkė  
Jonas STANEVIČIUS,"12,07%",95,"11,31%",10,Laisvės  (Nr.3) apylinkė  
Jonas RAMONAS,"14,94%",120,"14,01%",10,Laisvės  (Nr.3) apylinkė  
Andrius MIKŠTA,"15,86%",126,"14,87%",12,Laisvės  (Nr.3) apylinkė  
Levutė STANIUVIENĖ,"14,60%",109,"13,69%",18,Laisvės  (Nr.3) apylinkė  
Audronė PITRĖNIENĖ,"12,41%",99,"11,64%",9,Laisvės  (Nr.3) apylinkė  
Jurgita JUNEVIČIENĖ,"3,79%",33,"3,56%",0,Laisvės  (Nr.3) apylinkė  
Juozas TUMOSAS,"12,30%",96,"11,53%",11,Laisvės  (Nr.3) apylinkė  
Stanislava VALATKEVIČIENĖ,"1,26%",8,"1,19%",3,Laisvės  (Nr.3) apylinkė  
Alvydas SĖDŽIUS,"7,24%",58,"6,79%",5,Laisvės  (Nr.3) apylinkė  
Asta PILYPAITĖ-ZARECKIENĖ,"0,80%",7,"0,75%",0,Laisvės  (Nr.3) apylinkė  
Vytautas MIKALAUSKAS,"2,41%",19,"2,26%",2,Laisvės  (Nr.3) apylinkė  
Romualdas VASILIAUSKAS,"0,57%",5,"0,54%",0,Laisvės  (Nr.3) apylinkė  
Dainoras LENGVENIS,"1,72%",15,"1,62%",0,Laisvės  (Nr.3) apylinkė  
Jonas STANEVIČIUS,"11,62%",114,"10,98%",14,Vilniaus  (Nr.2) apylinkė  
Jonas RAMONAS,"12,89%",136,"12,18%",6,Vilniaus  (Nr.2) apylinkė  
Andrius MIKŠTA,"14,70%",154,"13,89%",8,Vilniaus  (Nr.2) apylinkė  
Levutė STANIUVIENĖ,"12,79%",126,"12,09%",15,Vilniaus  (Nr.2) apylinkė  
Audronė PITRĖNIENĖ,"14,07%",138,"13,29%",17,Vilniaus  (Nr.2) apylinkė  
Jurgita JUNEVIČIENĖ,"3,81%",42,"3,60%",0,Vilniaus  (Nr.2) apylinkė  
Juozas TUMOSAS,"14,07%",144,"13,29%",11,Vilniaus  (Nr.2) apylinkė  
Stanislava VALATKEVIČIENĖ,"1,09%",12,"1,03%",0,Vilniaus  (Nr.2) apylinkė  
Alvydas SĖDŽIUS,"10,16%",101,"9,61%",11,Vilniaus  (Nr.2) apylinkė  
Asta PILYPAITĖ-ZARECKIENĖ,"1,00%",11,"0,94%",0,Vilniaus  (Nr.2) apylinkė  
Vytautas MIKALAUSKAS,"1,63%",17,"1,54%",1,Vilniaus  (Nr.2) apylinkė  
Romualdas VASILIAUSKAS,"0,91%",10,"0,86%",0,Vilniaus  (Nr.2) apylinkė  
Dainoras LENGVENIS,"1,27%",12,"1,20%",2,Vilniaus  (Nr.2) apylinkė  
Jonas STANEVIČIUS,"11,66%",117,"11,02%",6,Skuodo  (Nr.1) apylinkė  
Jonas RAMONAS,"12,80%",125,"12,10%",10,Skuodo  (Nr.1) apylinkė  
Andrius MIKŠTA,"15,45%",149,"14,61%",14,Skuodo  (Nr.1) apylinkė  
Levutė STANIUVIENĖ,"10,33%",94,"9,77%",15,Skuodo  (Nr.1) apylinkė  
Audronė PITRĖNIENĖ,"11,85%",118,"11,20%",7,Skuodo  (Nr.1) apylinkė  
Jurgita JUNEVIČIENĖ,"3,89%",38,"3,67%",3,Skuodo  (Nr.1) apylinkė  
Juozas TUMOSAS,"19,62%",180,"18,55%",27,Skuodo  (Nr.1) apylinkė  
Stanislava VALATKEVIČIENĖ,"1,52%",16,"1,43%",0,Skuodo  (Nr.1) apylinkė  
Alvydas SĖDŽIUS,"7,68%",80,"7,26%",1,Skuodo  (Nr.1) apylinkė  
Asta PILYPAITĖ-ZARECKIENĖ,"0,85%",7,"0,81%",2,Skuodo  (Nr.1) apylinkė  
Vytautas MIKALAUSKAS,"1,80%",18,"1,70%",1,Skuodo  (Nr.1) apylinkė  
Romualdas VASILIAUSKAS,"1,42%",14,"1,34%",1,Skuodo  (Nr.1) apylinkė  
Dainoras LENGVENIS,"1,14%",12,"1,08%",0,Skuodo  (Nr.1) apylinkė  
Stanislovas GIEDRAITIS,"8,60%",28,"8,12%",4,Palnosų  (Nr.37) apylinkė  
Jonas JURKUS,"15,86%",49,"14,97%",10,Palnosų  (Nr.37) apylinkė  
Rimantas GRICIUS,"16,40%",53,"15,48%",8,Palnosų  (Nr.37) apylinkė  
Vytautas PRIALGAUSKAS,"11,56%",34,"10,91%",9,Palnosų  (Nr.37) apylinkė  
Romas VENCLOVAS,"19,62%",59,"18,53%",14,Palnosų  (Nr.37) apylinkė  
Antanas NAUJOKAS,"3,49%",8,"3,30%",5,Palnosų  (Nr.37) apylinkė  
Valdemaras ŠEREIKA,"8,06%",27,"7,61%",3,Palnosų  (Nr.37) apylinkė  
Apolinaras STONKUS,"4,03%",12,"3,81%",3,Palnosų  (Nr.37) apylinkė  
Pranas NOREIKA,"4,84%",13,"4,57%",5,Palnosų  (Nr.37) apylinkė  
Rita LIDŽIŪTĖ,"2,69%",7,"2,54%",3,Palnosų  (Nr.37) apylinkė  
Viktoras BUGNEVIČIUS,"2,96%",8,"2,79%",3,Palnosų  (Nr.37) apylinkė  
Regina GURKLIENĖ,"1,61%",5,"1,52%",1,Palnosų  (Nr.37) apylinkė  
Konstantin LOBODA,"0,27%",1,"0,25%",0,Palnosų  (Nr.37) apylinkė  
Stanislovas GIEDRAITIS,"14,62%",22,"14,04%",3,Kapėnų  (Nr.36) apylinkė  
Jonas JURKUS,"12,28%",17,"11,80%",4,Kapėnų  (Nr.36) apylinkė  
Rimantas GRICIUS,"19,88%",20,"19,10%",14,Kapėnų  (Nr.36) apylinkė  
Vytautas PRIALGAUSKAS,"14,62%",21,"14,04%",4,Kapėnų  (Nr.36) apylinkė  
Romas VENCLOVAS,"18,13%",21,"17,42%",10,Kapėnų  (Nr.36) apylinkė  
Antanas NAUJOKAS,"2,92%",5,"2,81%",0,Kapėnų  (Nr.36) apylinkė  
Valdemaras ŠEREIKA,"7,60%",12,"7,30%",1,Kapėnų  (Nr.36) apylinkė  
Apolinaras STONKUS,"1,17%",2,"1,12%",0,Kapėnų  (Nr.36) apylinkė  
Pranas NOREIKA,"1,75%",2,"1,69%",1,Kapėnų  (Nr.36) apylinkė  
Rita LIDŽIŪTĖ,"1,75%",1,"1,69%",2,Kapėnų  (Nr.36) apylinkė  
Viktoras BUGNEVIČIUS,"4,09%",4,"3,93%",3,Kapėnų  (Nr.36) apylinkė  
Regina GURKLIENĖ,"0,58%",0,"0,56%",1,Kapėnų  (Nr.36) apylinkė  
Konstantin LOBODA,"0,58%",0,"0,56%",1,Kapėnų  (Nr.36) apylinkė  
Stanislovas GIEDRAITIS,"29,27%",81,"28,40%",15,Krakių  (Nr.31) apylinkė  
Jonas JURKUS,"6,10%",19,"5,92%",1,Krakių  (Nr.31) apylinkė  
Rimantas GRICIUS,"3,96%",13,"3,85%",0,Krakių  (Nr.31) apylinkė  
Vytautas PRIALGAUSKAS,"7,62%",22,"7,40%",3,Krakių  (Nr.31) apylinkė  
Romas VENCLOVAS,"11,89%",34,"11,54%",5,Krakių  (Nr.31) apylinkė  
Antanas NAUJOKAS,"6,71%",21,"6,51%",1,Krakių  (Nr.31) apylinkė  
Valdemaras ŠEREIKA,"2,44%",8,"2,37%",0,Krakių  (Nr.31) apylinkė  
Apolinaras STONKUS,"26,83%",77,"26,04%",11,Krakių  (Nr.31) apylinkė  
Pranas NOREIKA,"2,74%",8,"2,66%",1,Krakių  (Nr.31) apylinkė  
Rita LIDŽIŪTĖ,"0,61%",2,"0,59%",0,Krakių  (Nr.31) apylinkė  
Viktoras BUGNEVIČIUS,"1,52%",5,"1,48%",0,Krakių  (Nr.31) apylinkė  
Regina GURKLIENĖ,"0,00%",0,"0,00%",0,Krakių  (Nr.31) apylinkė  
Konstantin LOBODA,"0,30%",1,"0,30%",0,Krakių  (Nr.31) apylinkė  
Stanislovas GIEDRAITIS,"35,62%",505,"34,32%",19,Ventos  (Nr.12) apylinkė  
Jonas JURKUS,"9,99%",141,"9,63%",6,Ventos  (Nr.12) apylinkė  
Rimantas GRICIUS,"6,05%",79,"5,83%",10,Ventos  (Nr.12) apylinkė  
Vytautas PRIALGAUSKAS,"10,13%",147,"9,76%",2,Ventos  (Nr.12) apylinkė  
Romas VENCLOVAS,"10,61%",151,"10,22%",5,Ventos  (Nr.12) apylinkė  
Antanas NAUJOKAS,"5,57%",80,"5,37%",2,Ventos  (Nr.12) apylinkė  
Valdemaras ŠEREIKA,"9,31%",135,"8,97%",2,Ventos  (Nr.12) apylinkė  
Apolinaras STONKUS,"3,26%",48,"3,14%",0,Ventos  (Nr.12) apylinkė  
Pranas NOREIKA,"2,65%",38,"2,55%",1,Ventos  (Nr.12) apylinkė  
Rita LIDŽIŪTĖ,"2,24%",32,"2,16%",1,Ventos  (Nr.12) apylinkė  
Viktoras BUGNEVIČIUS,"1,97%",26,"1,90%",3,Ventos  (Nr.12) apylinkė  
Regina GURKLIENĖ,"1,84%",26,"1,77%",1,Ventos  (Nr.12) apylinkė  
Konstantin LOBODA,"0,75%",11,"0,72%",0,Ventos  (Nr.12) apylinkė  
Stanislovas GIEDRAITIS,"33,19%",291,"31,58%",10,Kalnėnų  (Nr.11) apylinkė  
Jonas JURKUS,"12,35%",108,"11,75%",4,Kalnėnų  (Nr.11) apylinkė  
Rimantas GRICIUS,"4,74%",38,"4,51%",5,Kalnėnų  (Nr.11) apylinkė  
Vytautas PRIALGAUSKAS,"11,03%",96,"10,49%",4,Kalnėnų  (Nr.11) apylinkė  
Romas VENCLOVAS,"11,69%",99,"11,12%",7,Kalnėnų  (Nr.11) apylinkė  
Antanas NAUJOKAS,"6,84%",61,"6,51%",1,Kalnėnų  (Nr.11) apylinkė  
Valdemaras ŠEREIKA,"6,28%",55,"5,98%",2,Kalnėnų  (Nr.11) apylinkė  
Apolinaras STONKUS,"3,20%",28,"3,04%",1,Kalnėnų  (Nr.11) apylinkė  
Pranas NOREIKA,"3,09%",28,"2,94%",0,Kalnėnų  (Nr.11) apylinkė  
Rita LIDŽIŪTĖ,"2,87%",22,"2,73%",4,Kalnėnų  (Nr.11) apylinkė  
Viktoras BUGNEVIČIUS,"1,76%",16,"1,68%",0,Kalnėnų  (Nr.11) apylinkė  
Regina GURKLIENĖ,"1,65%",14,"1,57%",1,Kalnėnų  (Nr.11) apylinkė  
Konstantin LOBODA,"1,32%",12,"1,26%",0,Kalnėnų  (Nr.11) apylinkė  
Stanislovas GIEDRAITIS,"37,92%",490,"36,64%",20,Sodų  (Nr.10) apylinkė  
Jonas JURKUS,"9,59%",123,"9,27%",6,Sodų  (Nr.10) apylinkė  
Rimantas GRICIUS,"8,62%",106,"8,33%",10,Sodų  (Nr.10) apylinkė  
Vytautas PRIALGAUSKAS,"8,48%",107,"8,19%",7,Sodų  (Nr.10) apylinkė  
Romas VENCLOVAS,"9,74%",129,"9,41%",2,Sodų  (Nr.10) apylinkė  
Antanas NAUJOKAS,"6,77%",88,"6,54%",3,Sodų  (Nr.10) apylinkė  
Valdemaras ŠEREIKA,"7,21%",97,"6,97%",0,Sodų  (Nr.10) apylinkė  
Apolinaras STONKUS,"3,42%",46,"3,30%",0,Sodų  (Nr.10) apylinkė  
Pranas NOREIKA,"1,86%",24,"1,80%",1,Sodų  (Nr.10) apylinkė  
Rita LIDŽIŪTĖ,"2,01%",24,"1,94%",3,Sodų  (Nr.10) apylinkė  
Viktoras BUGNEVIČIUS,"2,16%",29,"2,08%",0,Sodų  (Nr.10) apylinkė  
Regina GURKLIENĖ,"1,64%",22,"1,58%",0,Sodų  (Nr.10) apylinkė  
Konstantin LOBODA,"0,59%",8,"0,57%",0,Sodų  (Nr.10) apylinkė  
Stanislovas GIEDRAITIS,"34,29%",366,"33,06%",3,Pavenčių  (Nr.9) apylinkė  
Jonas JURKUS,"11,34%",117,"10,93%",5,Pavenčių  (Nr.9) apylinkė  
Rimantas GRICIUS,"7,06%",73,"6,81%",3,Pavenčių  (Nr.9) apylinkė  
Vytautas PRIALGAUSKAS,"8,55%",90,"8,24%",2,Pavenčių  (Nr.9) apylinkė  
Romas VENCLOVAS,"8,83%",87,"8,51%",8,Pavenčių  (Nr.9) apylinkė  
Antanas NAUJOKAS,"5,67%",59,"5,47%",2,Pavenčių  (Nr.9) apylinkė  
Valdemaras ŠEREIKA,"8,27%",86,"7,97%",3,Pavenčių  (Nr.9) apylinkė  
Apolinaras STONKUS,"3,44%",36,"3,32%",1,Pavenčių  (Nr.9) apylinkė  
Pranas NOREIKA,"4,09%",42,"3,94%",2,Pavenčių  (Nr.9) apylinkė  
Rita LIDŽIŪTĖ,"3,16%",32,"3,05%",2,Pavenčių  (Nr.9) apylinkė  
Viktoras BUGNEVIČIUS,"2,23%",23,"2,15%",1,Pavenčių  (Nr.9) apylinkė  
Regina GURKLIENĖ,"1,86%",17,"1,79%",3,Pavenčių  (Nr.9) apylinkė  
Konstantin LOBODA,"1,21%",13,"1,16%",0,Pavenčių  (Nr.9) apylinkė  
Stanislovas GIEDRAITIS,"36,18%",639,"35,07%",14,Naftininkų  (Nr.8) apylinkė  
Jonas JURKUS,"10,86%",187,"10,53%",9,Naftininkų  (Nr.8) apylinkė  
Rimantas GRICIUS,"6,59%",110,"6,39%",9,Naftininkų  (Nr.8) apylinkė  
Vytautas PRIALGAUSKAS,"9,81%",172,"9,51%",5,Naftininkų  (Nr.8) apylinkė  
Romas VENCLOVAS,"7,59%",134,"7,36%",3,Naftininkų  (Nr.8) apylinkė  
Antanas NAUJOKAS,"8,64%",150,"8,38%",6,Naftininkų  (Nr.8) apylinkė  
Valdemaras ŠEREIKA,"7,48%",132,"7,25%",3,Naftininkų  (Nr.8) apylinkė  
Apolinaras STONKUS,"2,83%",48,"2,74%",3,Naftininkų  (Nr.8) apylinkė  
Pranas NOREIKA,"3,21%",58,"3,11%",0,Naftininkų  (Nr.8) apylinkė  
Rita LIDŽIŪTĖ,"2,71%",47,"2,63%",2,Naftininkų  (Nr.8) apylinkė  
Viktoras BUGNEVIČIUS,"1,66%",30,"1,61%",0,Naftininkų  (Nr.8) apylinkė  
Regina GURKLIENĖ,"1,55%",27,"1,50%",1,Naftininkų  (Nr.8) apylinkė  
Konstantin LOBODA,"0,89%",14,"0,86%",2,Naftininkų  (Nr.8) apylinkė  
Stanislovas GIEDRAITIS,"30,05%",488,"29,25%",4,Pavasario  (Nr.7) apylinkė  
Jonas JURKUS,"11,61%",186,"11,30%",4,Pavasario  (Nr.7) apylinkė  
Rimantas GRICIUS,"5,25%",82,"5,11%",4,Pavasario  (Nr.7) apylinkė  
Vytautas PRIALGAUSKAS,"11,06%",180,"10,76%",1,Pavasario  (Nr.7) apylinkė  
Romas VENCLOVAS,"7,51%",122,"7,31%",1,Pavasario  (Nr.7) apylinkė  
Antanas NAUJOKAS,"10,26%",168,"9,99%",0,Pavasario  (Nr.7) apylinkė  
Valdemaras ŠEREIKA,"6,84%",109,"6,66%",3,Pavasario  (Nr.7) apylinkė  
Apolinaras STONKUS,"4,15%",65,"4,04%",3,Pavasario  (Nr.7) apylinkė  
Pranas NOREIKA,"3,24%",50,"3,15%",3,Pavasario  (Nr.7) apylinkė  
Rita LIDŽIŪTĖ,"4,34%",66,"4,22%",5,Pavasario  (Nr.7) apylinkė  
Viktoras BUGNEVIČIUS,"2,93%",46,"2,85%",2,Pavasario  (Nr.7) apylinkė  
Regina GURKLIENĖ,"1,71%",28,"1,66%",0,Pavasario  (Nr.7) apylinkė  
Konstantin LOBODA,"1,04%",16,"1,01%",1,Pavasario  (Nr.7) apylinkė  
Stanislovas GIEDRAITIS,"37,42%",282,"36,29%",17,Reivyčių  (Nr.6) apylinkė  
Jonas JURKUS,"10,39%",81,"10,07%",2,Reivyčių  (Nr.6) apylinkė  
Rimantas GRICIUS,"7,13%",53,"6,92%",4,Reivyčių  (Nr.6) apylinkė  
Vytautas PRIALGAUSKAS,"8,64%",65,"8,37%",4,Reivyčių  (Nr.6) apylinkė  
Romas VENCLOVAS,"9,76%",73,"9,47%",5,Reivyčių  (Nr.6) apylinkė  
Antanas NAUJOKAS,"9,39%",71,"9,10%",4,Reivyčių  (Nr.6) apylinkė  
Valdemaras ŠEREIKA,"4,88%",38,"4,73%",1,Reivyčių  (Nr.6) apylinkė  
Apolinaras STONKUS,"2,13%",14,"2,06%",3,Reivyčių  (Nr.6) apylinkė  
Pranas NOREIKA,"4,38%",32,"4,25%",3,Reivyčių  (Nr.6) apylinkė  
Rita LIDŽIŪTĖ,"2,00%",14,"1,94%",2,Reivyčių  (Nr.6) apylinkė  
Viktoras BUGNEVIČIUS,"1,50%",12,"1,46%",0,Reivyčių  (Nr.6) apylinkė  
Regina GURKLIENĖ,"1,63%",11,"1,58%",2,Reivyčių  (Nr.6) apylinkė  
Konstantin LOBODA,"0,75%",6,"0,73%",0,Reivyčių  (Nr.6) apylinkė  
Stanislovas GIEDRAITIS,"35,73%",547,"34,54%",15,Žemaitijos  (Nr.5) apylinkė  
Jonas JURKUS,"12,21%",182,"11,80%",10,Žemaitijos  (Nr.5) apylinkė  
Rimantas GRICIUS,"7,63%",113,"7,38%",7,Žemaitijos  (Nr.5) apylinkė  
Vytautas PRIALGAUSKAS,"8,90%",132,"8,60%",8,Žemaitijos  (Nr.5) apylinkė  
Romas VENCLOVAS,"8,07%",121,"7,81%",6,Žemaitijos  (Nr.5) apylinkė  
Antanas NAUJOKAS,"7,88%",123,"7,62%",1,Žemaitijos  (Nr.5) apylinkė  
Valdemaras ŠEREIKA,"7,44%",113,"7,19%",4,Žemaitijos  (Nr.5) apylinkė  
Apolinaras STONKUS,"2,35%",35,"2,27%",2,Žemaitijos  (Nr.5) apylinkė  
Pranas NOREIKA,"2,35%",36,"2,27%",1,Žemaitijos  (Nr.5) apylinkė  
Rita LIDŽIŪTĖ,"1,40%",21,"1,35%",1,Žemaitijos  (Nr.5) apylinkė  
Viktoras BUGNEVIČIUS,"2,35%",37,"2,27%",0,Žemaitijos  (Nr.5) apylinkė  
Regina GURKLIENĖ,"2,54%",37,"2,46%",3,Žemaitijos  (Nr.5) apylinkė  
Konstantin LOBODA,"1,14%",17,"1,11%",1,Žemaitijos  (Nr.5) apylinkė  
Stanislovas GIEDRAITIS,"41,90%",437,"40,43%",13,Gabijos  (Nr.4) apylinkė  
Jonas JURKUS,"8,85%",89,"8,54%",6,Gabijos  (Nr.4) apylinkė  
Rimantas GRICIUS,"6,15%",62,"5,93%",4,Gabijos  (Nr.4) apylinkė  
Vytautas PRIALGAUSKAS,"8,47%",86,"8,18%",5,Gabijos  (Nr.4) apylinkė  
Romas VENCLOVAS,"6,98%",72,"6,74%",3,Gabijos  (Nr.4) apylinkė  
Antanas NAUJOKAS,"8,47%",89,"8,18%",2,Gabijos  (Nr.4) apylinkė  
Valdemaras ŠEREIKA,"5,68%",58,"5,48%",3,Gabijos  (Nr.4) apylinkė  
Apolinaras STONKUS,"3,07%",27,"2,96%",6,Gabijos  (Nr.4) apylinkė  
Pranas NOREIKA,"3,07%",32,"2,96%",1,Gabijos  (Nr.4) apylinkė  
Rita LIDŽIŪTĖ,"1,96%",20,"1,89%",1,Gabijos  (Nr.4) apylinkė  
Viktoras BUGNEVIČIUS,"3,35%",34,"3,23%",2,Gabijos  (Nr.4) apylinkė  
Regina GURKLIENĖ,"1,21%",13,"1,17%",0,Gabijos  (Nr.4) apylinkė  
Konstantin LOBODA,"0,84%",8,"0,81%",1,Gabijos  (Nr.4) apylinkė  
Stanislovas GIEDRAITIS,"33,47%",316,"32,16%",21,Kęstučio  (Nr.3) apylinkė  
Jonas JURKUS,"9,93%",97,"9,54%",3,Kęstučio  (Nr.3) apylinkė  
Rimantas GRICIUS,"9,83%",89,"9,45%",10,Kęstučio  (Nr.3) apylinkė  
Vytautas PRIALGAUSKAS,"10,43%",95,"10,02%",10,Kęstučio  (Nr.3) apylinkė  
Romas VENCLOVAS,"7,15%",60,"6,87%",12,Kęstučio  (Nr.3) apylinkė  
Antanas NAUJOKAS,"6,36%",61,"6,11%",3,Kęstučio  (Nr.3) apylinkė  
Valdemaras ŠEREIKA,"6,16%",61,"5,92%",1,Kęstučio  (Nr.3) apylinkė  
Apolinaras STONKUS,"1,49%",15,"1,43%",0,Kęstučio  (Nr.3) apylinkė  
Pranas NOREIKA,"4,37%",40,"4,20%",4,Kęstučio  (Nr.3) apylinkė  
Rita LIDŽIŪTĖ,"4,87%",42,"4,68%",7,Kęstučio  (Nr.3) apylinkė  
Viktoras BUGNEVIČIUS,"2,78%",25,"2,67%",3,Kęstučio  (Nr.3) apylinkė  
Regina GURKLIENĖ,"2,18%",18,"2,10%",4,Kęstučio  (Nr.3) apylinkė  
Konstantin LOBODA,"0,99%",10,"0,95%",0,Kęstučio  (Nr.3) apylinkė  
Stanislovas GIEDRAITIS,"35,59%",327,"34,17%",14,Senamieščio  (Nr.2) apylinkė  
Jonas JURKUS,"10,13%",84,"9,72%",13,Senamieščio  (Nr.2) apylinkė  
Rimantas GRICIUS,"12,84%",109,"12,32%",14,Senamieščio  (Nr.2) apylinkė  
Vytautas PRIALGAUSKAS,"7,72%",70,"7,41%",4,Senamieščio  (Nr.2) apylinkė  
Romas VENCLOVAS,"6,58%",57,"6,31%",6,Senamieščio  (Nr.2) apylinkė  
Antanas NAUJOKAS,"11,06%",101,"10,62%",5,Senamieščio  (Nr.2) apylinkė  
Valdemaras ŠEREIKA,"4,80%",46,"4,61%",0,Senamieščio  (Nr.2) apylinkė  
Apolinaras STONKUS,"1,04%",9,"1,00%",1,Senamieščio  (Nr.2) apylinkė  
Pranas NOREIKA,"3,86%",32,"3,71%",5,Senamieščio  (Nr.2) apylinkė  
Rita LIDŽIŪTĖ,"3,03%",28,"2,91%",1,Senamieščio  (Nr.2) apylinkė  
Viktoras BUGNEVIČIUS,"1,67%",16,"1,60%",0,Senamieščio  (Nr.2) apylinkė  
Regina GURKLIENĖ,"1,36%",12,"1,30%",1,Senamieščio  (Nr.2) apylinkė  
Konstantin LOBODA,"0,31%",3,"0,30%",0,Senamieščio  (Nr.2) apylinkė  
Stanislovas GIEDRAITIS,"30,05%",382,"29,09%",11,M.Račkausko  (Nr.1) apylinkė  
Jonas JURKUS,"7,65%",94,"7,40%",6,M.Račkausko  (Nr.1) apylinkė  
Rimantas GRICIUS,"12,46%",155,"12,07%",8,M.Račkausko  (Nr.1) apylinkė  
Vytautas PRIALGAUSKAS,"10,17%",126,"9,84%",7,M.Račkausko  (Nr.1) apylinkė  
Romas VENCLOVAS,"7,80%",100,"7,55%",2,M.Račkausko  (Nr.1) apylinkė  
Antanas NAUJOKAS,"8,33%",105,"8,07%",4,M.Račkausko  (Nr.1) apylinkė  
Valdemaras ŠEREIKA,"6,27%",78,"6,07%",4,M.Račkausko  (Nr.1) apylinkė  
Apolinaras STONKUS,"2,37%",29,"2,29%",2,M.Račkausko  (Nr.1) apylinkė  
Pranas NOREIKA,"4,74%",56,"4,59%",6,M.Račkausko  (Nr.1) apylinkė  
Rita LIDŽIŪTĖ,"2,45%",26,"2,37%",6,M.Račkausko  (Nr.1) apylinkė  
Viktoras BUGNEVIČIUS,"4,28%",48,"4,15%",8,M.Račkausko  (Nr.1) apylinkė  
Regina GURKLIENĖ,"1,83%",23,"1,78%",1,M.Račkausko  (Nr.1) apylinkė  
Konstantin LOBODA,"1,61%",20,"1,55%",1,M.Račkausko  (Nr.1) apylinkė  
Eligijus MASIULIS,"28,35%",413,"26,22%",23,Bandužių  (Nr.68) apylinkė  
Stanislovas TOMAS,"14,82%",224,"13,71%",4,Bandužių  (Nr.68) apylinkė  
Agnė BILOTAITĖ,"14,89%",218,"13,77%",11,Bandužių  (Nr.68) apylinkė  
Andrius BURBA,"14,76%",222,"13,65%",5,Bandužių  (Nr.68) apylinkė  
Irina ROZOVA,"6,63%",100,"6,13%",2,Bandužių  (Nr.68) apylinkė  
Jurij ŠERŠNIOV,"4,23%",64,"3,91%",1,Bandužių  (Nr.68) apylinkė  
Irena ŠIAULIENĖ,"4,62%",70,"4,27%",1,Bandužių  (Nr.68) apylinkė  
Vidmantas PLEČKAITIS,"3,12%",42,"2,89%",6,Bandužių  (Nr.68) apylinkė  
Regina ŠEVELKAITIENĖ,"2,54%",39,"2,35%",0,Bandužių  (Nr.68) apylinkė  
Giedrius PETRUŽIS,"2,21%",34,"2,04%",0,Bandužių  (Nr.68) apylinkė  
Mindaugas ŽILYS,"2,28%",34,"2,10%",1,Bandužių  (Nr.68) apylinkė  
Rita ŽUKAITIENĖ,"1,56%",20,"1,44%",4,Bandužių  (Nr.68) apylinkė  
Evaldas JURKEVIČIUS,"12,36%",115,"11,35%",4,Menų mokyklos  (Nr.45) apylinkė  
Artūras ŠULCAS,"10,90%",103,"10,02%",2,Menų mokyklos  (Nr.45) apylinkė  
Artūras RAZBADAUSKAS,"12,46%",116,"11,45%",4,Menų mokyklos  (Nr.45) apylinkė  
Edita KALNINIENĖ,"10,38%",100,"9,54%",0,Menų mokyklos  (Nr.45) apylinkė  
Vytautas ČEPAS,"8,31%",78,"7,63%",2,Menų mokyklos  (Nr.45) apylinkė  
Tamara LOCHANKINA,"8,83%",83,"8,11%",2,Menų mokyklos  (Nr.45) apylinkė  
Egidijus SKARBALIUS,"9,76%",94,"8,97%",0,Menų mokyklos  (Nr.45) apylinkė  
Birutė BOREIKINA,"7,27%",70,"6,68%",0,Menų mokyklos  (Nr.45) apylinkė  
Valdemaras PUODŽIŪNAS,"5,30%",50,"4,87%",1,Menų mokyklos  (Nr.45) apylinkė  
Viačeslav TITOV,"4,78%",46,"4,39%",0,Menų mokyklos  (Nr.45) apylinkė  
Vygantas VAREIKIS,"3,32%",29,"3,05%",3,Menų mokyklos  (Nr.45) apylinkė  
Remigijus STANKUS,"1,56%",15,"1,43%",0,Menų mokyklos  (Nr.45) apylinkė  
Laima JUKNIENĖ,"2,28%",22,"2,10%",0,Menų mokyklos  (Nr.45) apylinkė  
Vytautas VALEVIČIUS,"1,04%",9,"0,95%",1,Menų mokyklos  (Nr.45) apylinkė  
Artūras SABECKIS,"1,45%",13,"1,34%",1,Menų mokyklos  (Nr.45) apylinkė  
Vytautas GRUBLIAUSKAS,"29,26%",183,"26,47%",6,Politechnikos  (Nr.66) apylinkė  
Nerijus ČAPAS,"26,63%",156,"24,09%",16,Politechnikos  (Nr.66) apylinkė  
Irena VITKEVIČIENĖ,"10,37%",64,"9,38%",3,Politechnikos  (Nr.66) apylinkė  
Vidmantas MISIS,"10,06%",62,"9,10%",3,Politechnikos  (Nr.66) apylinkė  
Lilija PETRAITIENĖ,"6,66%",40,"6,02%",3,Politechnikos  (Nr.66) apylinkė  
Ivanas ROMANOVAS,"2,63%",15,"2,38%",2,Politechnikos  (Nr.66) apylinkė  
Saulius BUDINAS,"4,49%",21,"4,06%",8,Politechnikos  (Nr.66) apylinkė  
Rimantas MAČIULAITIS,"4,95%",29,"4,48%",3,Politechnikos  (Nr.66) apylinkė  
